Name,Height,Weight
Serge Leuko,174,70
Oğuzhan Aydoğan,175,67
Iván Calero,174,64
Nick Olij,185,79
Karim Hafez,175,73
Lewie Coyle,173,67
Gabriel Diaz,183,73
Néstor Breitenbruch,177,75
Hervé Matthys,184,79
Daniel González,179,71
Franco Acosta,177,72
Marvin Schulz,186,77
Jonathan Damián Iglesias,170,69
Sacha Clémence,185,82
Mauricio Asenjo,187,87
Muğdat Çelik,180,75
Aykut Çeviker,177,70
Rafik Boujedra,182,67
Lihué Prichoda,178,72
Cristian Manea,183,79
Batuhan Altıntaş,190,85
Dimitri Oberlin,182,74
Julius Biada,179,76
Luke Berry,177,72
Erten Ersu,195,92
Edoardo Lancini,186,79
Gilles Ruyssen,187,89
Fausto Grillo,181,78
Nicolas Rommens,185,76
Kang Sang Woo,176,62
Park Dae Han,175,70
Héctor Fertoli,174,63
Daniel Follonier,184,74
Leonel López,174,65
Denis Rodríguez,171,67
Lee Tae Hee,187,78
Mauro Manotas,178,66
Franco Escobar,180,72
Justen Glad,183,65
Nikos Vergos,183,77
Zizo,174,67
Lee Hak Min,175,68
Marvin Friedrich,193,78
Benjamin Bellot,186,81
Daniel Mesenhöler,187,83
Juan Komar,189,82
Dominic Ball,185,75
Issa Baradji,187,86
Gabriel Esparza,168,69
Yang Hyung Mo,186,82
Stojan Vranješ,183,75
Jared Watts,185,70
Seo Myeong Won,179,70
Gwon Wan Gyu,183,76
Song Soo Yeong,175,70
Ylli Sallahi,179,81
Daniel Lovitz,178,77
Kyle Dempsey,178,75
No Dong Geon,191,83
Ollie Watkins,180,70
Pedro Tavima,183,80
Nick Hagglund,185,87
Rasmus Lindkvist,182,73
Simon Skrabb,174,75
Eric Miller,185,79
Yaseen Omar Barnawi,177,72
Marlon Hairston,183,71
Alexander Jeremejeff,190,75
Ntsikelelo Nyauza,177,76
Sim Sang Min,172,70
Kevin Hidalgo,177,73
Yesus Cabrera,168,60
Lee Chang Min,178,74
Reece Burke,189,81
Martin Samuelsen,189,72
Elmo Lieftink,186,80
Alain Oyarzun,178,71
Elias Gómez,176,72
Niclas Eliasson,178,72
Majed Al Khaibari,167,60
Mohamed Ali Yakoubi,191,81
Moussa Njie,185,75
Philip Billing,197,83
Denis Davydov,177,71
José Luis Cabión,171,72
Eduardo Pérez,188,73
Junior Alonso,185,83
Connor Mahoney,175,67
Gaëtan Paquiez,182,72
Anton Salétros,183,73
Alexis Zárate,179,74
Damien Dussaut,183,75
Patryk Fryc,176,77
Leonardo Pérez,187,86
Ricardo Gomes,188,75
Osman Hadzikic,183,80
Diego Oyarzún,185,78
Stefan Šimić,187,82
Martin Valjent,180,72
Nicolás Ferreyra,194,90
Michał Helik,191,77
Juan Domínguez,173,65
Ismael Benegas,183,75
Ary Papel,185,71
Pablo Vegetti,187,81
Conor Washington,178,85
Evgeniy Kobozev,188,81
Chris Long,180,77
Michele Cremonesi,183,78
Jannik Bandowski,189,81
Armando Sadiku,185,80
Angus Gunn,196,77
Merveille Goblet,180,78
Sebastian Hertner,180,75
Fabio Kaufmann,181,72
Karim Azamoum,178,74
Angelo D'Angelo,176,73
Felipe Muñoz,176,68
Francisco Portillo,178,75
Michael Lepe,179,77
Adrián Martínez,177,74
Federico Rasic,194,83
Óliver Benítez,186,79
Ali Nasser Al Khaibari,180,77
Nikolay Safronidi,180,72
Emerson Hyndman,172,61
Mamadou Tounkara,184,79
Fedor Černych,182,75
Lars Lambooij,177,74
Kevin Mensah,174,66
Stuart Bannigan,175,74
Dawid Kort,176,65
Roberto,183,79
Aleksandar Boljević,182,73
Darnell Fisher,175,70
Francesco Vicari,190,80
Brendan Chardonnet,181,74
Alhassane Keita,183,79
Raúl Iberbia,174,71
Carlos,192,82
Lucas Pérez Godoy,180,80
Jorge Velázquez,180,79
Jacobo Mansilla,178,72
Joel Sacks,173,70
Baily Cargill,189,87
Matías Escobar,185,81
Martín Galmarini,179,78
Patrão,175,69
Emanuel Olivera,180,73
Nicolás Bertocchi,192,80
Brayan Cortés,185,79
Pablo Míguez,183,81
Santiago Zurbriggen,178,69
Emanuel Brítez,179,75
Patricio Vidal,178,70
Leonel Miranda,173,70
Fernando Godoy,172,70
Leandro Velázquez,167,62
Mohammed Qasem Al Nakhli,176,74
Marko Biskupović,188,89
Henrik Bjørdal,180,80
Agustín Parra,173,75
Andrés Robles,182,79
Sebastián Luna,178,78
Jorge Romo,168,63
Felipe Reynero,177,75
Nery Veloso,181,80
Francisco Castro,176,67
Marcos Figueroa,172,72
Cristian Vargas,184,84
Juan Ortiz,177,74
Yessy Mena,168,65
Eder Chaux,189,79
Rodrigo Ureña,178,71
Dager Palacios,178,73
Diego Novoa,186,88
Nicolás Orellana,180,73
Luis Pavez,173,75
José Chunga,180,80
Adolfo Lima,176,69
Ray Vanegas,174,72
Andrés Correa,174,73
Janeiler Rivas,194,93
David Murillo,170,68
Eduardo Farias,179,71
Néider Morantes,169,74
César Amaya,177,75
Daniel Giraldo,178,70
Yordy Reyna,169,68
Camilo Ceballos,183,78
Ken Sema,177,69
Robert Costa,184,80
Sebastián López,187,81
Iván Vásquez,170,70
Francisco Sánchez,173,71
Aaron Taylor-Sinclair,183,80
Kris Doolan,178,71
Nicolai Poulsen,176,70
Jakob Blåbjerg,180,75
Adam Jahn,191,84
Bartosz Szeliga,184,79
Ihor Berezovskyi,193,87
Laurent Abergel,170,65
Senna Miangue,192,75
Aleksandar Jovanović,196,83
Ham Seok Min,190,80
Sascha Horvath,165,61
Adrien Tamèze,180,78
Jamie Allen,180,72
Conor Wilkinson,190,77
Samuel Piette,171,73
Talal Al Absi,176,72
Fabrice Ondoa,185,87
Brede Mathias Moe,184,80
Stefan Mauk,174,69
Andrew Hoole,178,76
Wes Burns,184,68
Johann Obiang,170,64
Hachim Mastour,175,63
Park Yong Ji,183,73
Markus Lackner,191,75
Igor Julião,175,62
Michael Petrasso,168,75
Ivan Toney,188,65
Konstantin Bazelyuk,188,83
Billy King,178,68
Matthew Grimes,178,70
Clarck Nsikulu,178,72
Max Lowe,175,74
Jeong Dong Ho,175,68
Ricardo Nunes,180,73
Robin Yalçın,183,77
Dimitrij Nazarov,185,74
Sari Amro,178,72
James Donachie,188,75
Manuel Stiefler,178,74
Louis Fenton,173,70
Paul McGinn,175,68
Luke McCullough,188,84
Marwan Mohsen,187,82
Nasiru Mohammed,172,70
Eirik Hestad,183,71
Pedro Azogue,176,76
Alejandro Chumacero,164,60
Luc Kassi,179,74
Mateo Poljak,182,77
Tomasz Hołota,182,84
De La Hoz,179,70
Eslam Sarraj,178,69
Bismark Adjei-Boateng,180,72
Lee Chang Geun,186,75
Abdullah Ateef,177,68
Hassan Kadish Mahbub,179,71
Wesam Saleh Suwayyid,174,67
Aqeel Al Sahabi,181,68
Mohammed Abusabaan,180,75
Christian Nørgaard,185,76
Luis Quintana,178,74
Emilio Mac Eachen,183,78
Thomas Ebner,180,72
Lucas Chiaretti,171,67
Faisal Darwish,176,63
Marc André Schmerböck,178,72
Kristijan Dobras,173,75
Simon Piesinger,192,84
Markus Kuster,194,82
Najib Ammari,178,69
Anthony Belmonte,185,72
Paweł Oleksy,182,76
Brad Smith,176,70
Kevin Gutiérrez,175,70
Reagy Ofosu,176,75
Omar Abdulaziz,169,75
Jufain Al Bishi,179,74
Cristian Benavente,173,68
Joe Rafferty,184,75
Anthony Caceres,173,67
Kgotso Moleko,181,76
Bright Edomwonyi,183,77
Geoffrey Malfleury,166,65
Farid Beziouen,168,64
Umberto Germano,179,70
Danzell Gravenberch,186,88
Abdulaziz Bo Shagra,179,75
Rabeaa Mohammed Sefiani,180,73
Mohammed Al Fehaid,171,64
Ahmed Ali Wailbi,179,70
Augusto,180,76
Mateusz Lewandowski,182,72
Jeroen Lumu,180,64
Tom Anderson,193,83
Patrick Wiegers,188,89
Saleh Saad Al Qumayzi,180,65
Hussain Abdoh Shaian,185,76
Dominic Poleon,176,82
George Williams,172,73
Morgan Fox,185,78
Robin Buwalda,188,82
Mathias Bossaerts,184,76
Zymer Bytyqi,176,70
Choi Sung Keun,181,69
Christophe Hérelle,188,75
Marcus Danielsson,191,81
Bae Il Hwan,179,75
Erik Zenga,181,76
Martín Rivero,175,72
Mayoro Ndoye-Baye,176,67
Lee Jin Hyung,189,85
Lukas Thürauer,183,75
Andreas Linde,196,93
Patrik Mráz,187,75
Park Soo Chang,174,71
Amari'i Bell,180,77
Zié Diabaté,177,65
Abdullah Al Hafith,188,75
Sanmi Odelusi,183,79
Nikola Tkalčić,175,70
Callum Reilly,185,78
Ryan Meara,193,83
Johan Blomberg,177,74
Martin Broberg,183,76
Lee Seul Chan,172,65
Juan Sánchez Sotelo,180,79
Dominic Samuel,182,69
Remie Streete,187,82
Christian Walton,195,75
Tom Naylor,188,72
Jordan Willis,180,70
Kim Won Sik,186,76
Daniel Georgievski,179,74
Wilfried Zahibo,189,77
Benjamin Uphoff,192,83
Vladimir Gadzhev,182,72
Harry Toffolo,183,71
Josh Murphy,173,67
Jakub Bartkowski,182,74
Cauley Woodrow,184,74
Pietro Terracciano,193,78
James Husband,179,65
Anthony Forde,180,82
Enzio Boldewijn,185,76
Jordan Archer,191,80
Alexandr Filtsov,197,85
Philipp Klement,174,71
Patrick Rakovsky,187,83
Daniel Pedersen,185,81
Frederik Helstrup,188,82
Yuki Otsu,180,73
Brice Samba,186,79
Ján Novota,199,94
Stephan Auer,176,74
Carl McHugh,180,72
Sin Yeong Joon,179,71
Choi Jong Hoan,178,66
Issiaka Ouédraogo,179,78
Gus Ledes,173,70
Julian Derstroff,180,75
Stephen Sama,189,87
Ben Nugent,196,83
Krisztián Adorján,184,72
Dimitri Mohamed,182,72
Charly Charrier,181,79
Masahudu Alhassan,176,65
Darren Maatsen,183,71
Michael Fitzgerald,185,82
Raffael Korte,175,68
Odise Roshi,187,79
Conor Townsend,183,73
Torric,160,57
Louis Laing,188,82
Alex Schalk,171,68
Elliott Hewitt,180,75
Jake Reeves,170,70
Adam Smith,188,70
Scott Wootton,188,78
Carl Wede,173,72
Petar Filipović,188,83
Choi Jin Ho,170,70
David Boo Wiklander,180,81
Marcos Ureña,179,70
Edson Rivera,180,77
Kgosi Ntlhe,175,66
Kim Oh Gyu,183,70
Ko Moo Yeol,185,78
Joseph Mendes,186,80
Johan Persson,183,80
Javi Hernández,184,77
Christopher Wernitznig,179,79
Daniel Offenbacher,174,72
Erik Cummins,185,80
Magnar Ødegaard,186,80
Hector Jimenez,175,64
Dimitri Petratos,176,80
Danny Amankwaa,176,70
Kim Dong Woo,189,87
Carl Winchester,183,77
Julian Riedel,184,76
Krisztián Simon,176,67
Eros Schiavon,178,74
Torbjørn Agdestein,186,81
Emil Scheel,186,79
Adam Thompson,183,78
Adrian Rakowski,180,71
Odaïr Fortes,185,68
Nicolao Dumitru,184,77
Ollie Banks,190,75
Ronaldo,178,78
Guillaume Gigliotti,180,79
Max Ehmer,188,70
Kieron Freeman,178,79
Fredrik Haugen,184,76
Ermin Zec,179,74
Nnamdi Oduamadi,175,65
Ryan Leonard,185,82
Lee Jae Moung,182,74
Philipp Prosenik,188,80
Milan Lalkovič,174,64
Luke Williams,185,74
Aymen Belaïd,187,75
Ercüment Kafkasyalı,189,78
Jason Banton,178,72
Orlando Gaona Lugo,178,81
Jake Forster-Caskey,178,64
Marco Königs,189,89
Bruno Martignoni,180,77
Gernot Trauner,183,82
Johan Bertilsson,177,68
Kévin Perrot,170,63
Maxime Hautbois,181,75
Gaël Angoula,177,75
Nicolas Schindelholz,181,77
Guillermo Allison,191,90
Erik Moberg,186,81
Fabrizio Paghera,185,81
Christopher Avevor,185,88
Pierre Bouby,185,78
Scott Bain,180,75
Xavier Kouassi,173,68
Mark Connolly,185,77
Alexander Faltsetas,181,80
Lee Nicholls,191,85
Férébory Doré,193,85
Jakob Orlov,186,81
Amobi Okugo,183,79
Adam Straith,188,89
Conor McAleny,178,66
Kamil Al Mousa,178,77
Kim Keun Hoan,193,86
Luis Gil,177,70
Nathan Cameron,188,78
Sandro Wieser,185,80
Alexander Sánchez,172,67
Aldo Corzo,173,75
Chris Hussey,183,65
Scott Fox,183,79
Tom Parkes,188,79
Breyner Bonilla,188,86
Evgeniy Bashkirov,175,64
Eldin Hadžić,173,72
Mustapha Dumbuya,170,71
Simon Moore,191,83
Alper Uludağ,180,77
Subrata Paul,185,78
Simon Jakobsen,190,86
Frank Nouble,190,82
Łukasz Burliga,184,78
Filip Kurto,192,92
José Pierre Vunguidica,186,84
Nassim Ben Khalifa,183,79
Leon Legge,193,80
Cedric Evina,175,65
Ľuboš Kamenár,193,78
Emil Jonassen,176,78
Chris Shields,186,78
Michael Marrone,180,78
Jermaine Grandison,193,84
Jed Steer,182,80
Emil Wahlström,183,82
Emilio Orrantía,172,64
Jung Hoon,175,70
Kim Young Sin,175,63
Lee Ji Nam,183,70
Abdullah Ahmed Al Asta,174,63
Antonio García,176,75
Jung San,190,83
Jeong Hyuk,175,70
Lalawélé Atakora,175,68
Kosuke Kikuchi,182,72
Yusuke Tasaka,174,69
Abdulaziz Al Dawsari,172,65
Brad Inman,185,79
Haris Vučkić,186,83
Marcel Ziegl,182,74
Iván Malón,186,75
Kevin Alston,175,68
Daniel Powell,187,84
Thomas Fontaine,184,83
Sakari Mattila,186,76
Mats Solheim,178,76
Mostafa Abdellaoue,181,73
Jordan Bowery,188,76
Niklas Gunnarsson,188,80
Rodolph Austin,184,84
César Ortiz,182,77
Norichio Nieveld,189,80
Ole Söderberg,194,94
Luke O'Neill,183,72
Mark Marshall,170,69
Joseph Mills,175,70
Paddy Madden,183,76
Temitope Obadeyi,182,86
Abdülkadir Kayalı,176,66
Troy Archibald-Henville,188,80
Donal McDermott,176,76
Dylan Gissi,191,86
Luca Castiglia,185,76
Loïc Damour,181,75
Georgiy Gabulov,190,78
Tom Mickel,185,84
Kévin Diaz,174,65
Umberto Eusepi,187,83
Jasmin Sudić,193,87
Alex MacDonald,170,72
Serge Deblé,171,62
Nicolas Giani,182,81
Guy Dufour,176,75
Philippe Koch,180,76
Clemens Walch,181,77
Thomas Gamiette,175,66
Daniel Seaborne,190,75
Nemanja Rnić,179,73
Gaetano Masucci,173,72
Randy Wolters,177,70
Alexandr Stavpets,180,75
Jou Silva,180,66
Carlos Gutiérrez,166,69
Francisco Acuña,167,61
Omar Mendoza,173,72
Miguel Jiménez,182,79
Jairo González,169,79
Kristian Álvarez,183,80
Edgar Çani,192,90
Scott Wagstaff,178,79
Josh Magennis,188,92
Arild Østbø,183,75
Sanchez Watt,180,77
Gary Woods,185,78
Taijo Teniste,172,64
Gonzalo Zárate,184,73
Sebastian Ryall,180,75
Alex Dyer,177,74
Dani Abalo,172,68
Ryan Dickson,177,72
Chris Malonga,183,75
Jem Karacan,176,67
James Bailey,183,79
Sal Zizzo,173,73
Ángel Martínez,179,74
Damien Plessis,192,77
Ludovic Genest,173,64
Mark Howard,183,76
Boris Prokopič,181,74
Carl Baker,188,79
Martin Kobras,182,80
Abu Ogogo,177,78
Tom Elliott,191,76
Aarón Fernández,187,79
Błażej Augustyn,191,85
Vegard Skjerve,187,78
Emmanuel Bourgaud,179,70
Samuel Bouhours,180,75
Féthi Harek,175,65
Adam Legzdins,191,78
Christian Ribeiro,181,77
Sim Woo Yeon,196,88
Robert Cornthwaite,197,84
David Carney,181,79
Andreas Landgren,176,74
David Elm,192,86
Dino Djulbic,194,90
Brad Knighton,187,82
Yusuke Igawa,182,81
Michael Theo,186,87
Ronan Finn,184,74
Anthony Annan,175,64
Reuben Reid,183,77
Joris Sainati,183,78
Michael Harrington,183,77
Adam Marciniak,186,78
Tomasz Cywka,180,76
Karamoko Cissé,184,78
Şenol Can,182,75
Jacques Salze,185,83
Danny Green,183,80
Mikkel Vendelbo,185,79
Ümit Korkmaz,174,74
Doug Loft,183,77
Tom Pope,190,86
Pablo Cáceres,179,75
Filipe Morais,175,83
Chinedu Ede,179,84
Cristián Canío,170,76
Park Hee Chul,178,75
Park Sung Ho,190,85
Grzegorz Piesio,185,81
Rafał Grodzicki,192,91
Andreas Lienhart,183,78
Gonzalo Klusener,189,82
Elia Legati,188,86
Enrico Alfonso,191,87
Louis Dodds,178,80
Conor Sammon,186,75
Romano Perticone,184,76
Anthony Wordsworth,185,76
Enrique Palos,190,82
Dimas,182,75
Daniel Jones,188,89
Joel Grant,183,70
Rory McArdle,185,72
Fábio Ferreira,178,72
Lawrie Wilson,178,71
Peter Hartley,184,89
Gary Liddle,180,79
Kjartan Finnbogason,188,83
Edgar Hernández,185,83
Mikael Dahlberg,192,84
Imad Khalili,182,75
Patrick Bürger,187,85
Anthony Grant,178,71
Scott Loach,191,94
Stephen O'Donnell,177,77
Alexandr Salugin,188,87
Cristian Llama,179,72
Sergey Kuznetsov,180,76
Karleigh Osborne,188,78
Darius Charles,185,85
Josh Lillis,183,79
Matheus Vivian,188,83
Espen Børufsen,179,83
Rui Sacramento,184,79
Steven Smith,178,70
Stephen Dawson,183,71
Alan Gordon,191,86
Andrea Esposito,191,84
Michal Papadopulos,183,79
Michele Troiano,189,82
Simeon Jackson,173,73
Leon Barnett,185,72
Keith Keane,175,70
Anthony Scaramozzino,180,72
Paul Robinson,188,81
Kelvin Wilson,191,77
Alan McCormack,180,64
Chris Eagles,183,67
Antimo Iunco,173,68
Thiago Xavier,180,76
Juan Manuel Cobo,180,78
Roberto Colombo,190,80
Fabrizio Melara,188,82
Claudio Lustenberger,182,75
Elsad Zverotić,179,75
Marc-Antoine Fortuné,183,76
David Mooney,187,79
Quentin Westberg,183,78
Andrea De Falco,179,70
Lars Nilsson,180,71
Nicky Adler,181,75
Hannu Patronen,183,80
Christian Gratzei,186,82
Jonas Borring,193,81
Kang Min Soo,186,76
Jang Hak Young,170,63
Stephen Kelly,184,82
Mariusz Pawelec,180,72
Jonathan Douglas,180,75
Mounir Hamoud,177,69
Gabriel Zakuani,185,68
Mattias Moström,178,70
Daniel Fredheim Holm,180,77
Mathias Tauber,186,79
Louis Poggi,173,67
Tom Daemen,181,85
Dariusz Dudka,183,80
Lars Kristian Eriksen,179,74
Mariusz Pawełek,185,81
Ivan Cherenchikov,186,84
Dmitriy Khomich,191,90
Igor Shevchenko,180,70
Escalona,187,87
Cases,175,69
Roberto,181,76
Damían Albil,182,75
Pablo Santillo,183,78
Juan Quiroga,180,79
Waldo Ponce,185,85
Javier Restrepo,172,75
Seigo Narazaki,187,80
Ian Evatt,191,88
Jonathan Stead,191,76
Juan de Dios Ibarra,184,83
Maurizio Ciaramitaro,180,76
Jay McEveley,183,81
Jamal Campbell-Ryce,170,78
Roman Kienast,190,88
Philipp Heerwagen,193,89
Logan Bailly,189,90
Tristan Lahaye,179,68
François Zoko,183,75
Oguchi Onyewu,196,95
Cyrille Merville,180,78
Barry Roche,193,90
Benjamin Köhler,172,69
Marc Richards,180,81
Lewis Price,191,85
Adam Collin,191,78
Adam Chambers,178,71
Dulee Johnson,176,70
Steven Hammell,173,78
Alex Revell,191,78
Stephen Pearson,185,71
Nathan Clarke,185,81
Guridi,179,64
Canillas,188,79
Takahide Umebachi,176,67
Renato César,178,72
Vladimir Ilyin,187,77
Lorenco Šimić,188,84
Wellington,186,82
Catalin Carp,184,79
Ian Harkes,183,73
Alessandro Bastoni,190,75
Ahmet Hakan Sevinç,170,70
Diego Bielkiewicz,182,79
Lalas Abubakar,185,84
Federico Maracchi,186,78
Roberto Zammarini,180,73
Gildo,171,64
Darko Bjedov,191,86
Mauro Bustamante,183,75
Ernest Mabouka,176,67
Luis Cardoza,188,88
Alexandr Lomakin,172,62
Hwang Ki Wook,184,79
Nick Lima,175,80
Alex Crognale,196,93
Boubacar Kamara,178,68
Joshua Pérez,165,60
Okwonkwo Orji,190,80
Zaydou Youssouf,178,70
Luis Acosta,178,69
Mateo Zoch,169,64
Dante Rigo,180,72
Martín Hongla,183,77
Robin Koch,190,82
Robert Tambe,183,81
Dillson Teixeiro,180,74
Adrián Rocheira,182,73
Jorge Praceira,180,74
Lucas Márquez,177,73
Ezequiel Barco,167,66
Nicolas Ngamaleu,181,77
Patrick Burner,170,65
Mario González,182,68
Juan Brunetta,175,68
Francesco Cassata,183,75
Murilo Freitas,174,67
Ramon Pascal Lundqvist,182,72
Ousmane Fane,193,75
Mikhail Levashov,193,86
Anton Krešić,198,83
Carbonell,175,70
Vincent Marcel,180,65
Bob Straetman,185,70
Paul Pîrvulescu,179,71
Björn Johnsen,195,81
Claudio Morra,185,77
Bernard Morrison,178,70
Othman El Kabir,175,72
Nicholas Siega,176,72
Christian Bernardi,177,73
Ibrahim Sangaré,191,77
Michele Castagnetti,180,71
Leandro Sosa,177,70
Jonathan Menéndez,166,62
Wout Faes,185,84
Fedor Chalov,180,77
Víctor García,183,72
Edvinas Girdvainis,185,82
Fredrik Jensen,183,80
Radovan Pankov,185,83
Zack Steffen,191,84
Jean-Jacques Bougouhi,177,75
Lewis Macha,178,74
Michelle Katsvairo,171,65
Dimitar Iliev,185,82
Gustavo Hamer,172,71
Joseph Attamah,180,80
Nadjack,184,74
Manuel Hartl,181,75
Michael Ambichl,178,72
João Mário,185,78
Alioune Fall,188,78
Diogo Dalot,183,71
Igor Koronov,177,72
Sébastien Chéré,171,62
Jordan Lefort,184,81
Omar Bogle,191,80
Sami Can Keskin,172,69
Icaro,181,74
Ioannis Karsanidis,178,73
Johannes Eggestein,183,75
Hendrik Starostzik,189,82
Vincent Thill,176,69
Carel Eiting,181,74
Roland Sallai,180,69
Cristian Martinez,170,79
Artur,181,68
Andrés Ponce,182,80
Mairdel Sampaio,175,71
Joaninho Chagas,178,70
Claudio Mouria,183,78
Bernard Vicidal,185,78
Nelson Freitosa,185,81
Sam Field,177,73
Lee Dong Soo,185,72
Yakou Meité,184,82
Yeferson Soteldo,160,55
Barış Atik,169,72
Matic Črnic,174,72
Deyver Vega,178,71
Miguel Ángel,177,72
Aron Sigurdarson,177,70
Brian Mieres,172,71
Lautaro Montoya,171,67
Carlos González,176,69
Mauro Albertengo,186,78
Rifat Zhemaletdinov,184,80
Ken Tribbett,188,77
Nikita Medvedev,192,80
Koji Miyoshi,167,64
Kenta Kano,177,70
Yoshihiro Nakano,176,66
Yuto Takeoka,178,73
Riki Harakawa,175,72
Joe Riley,176,67
Kenneth Dougall,182,79
Rick Ketting,188,80
Alexis Hinestroza,181,82
Yusuke Tanaka,176,75
Kohei Kawata,184,73
Masatoshi Mihara,175,67
Akimi Barada,173,69
Atsutaka Nakamura,173,67
Shuto Yamamoto,180,69
Yuichi Maruyama,183,74
Jin Izumisawa,165,63
Facundo Quintana,171,74
Santiago Colombatto,176,71
Park Jeong Su,188,76
Yutaka Yoshida,168,69
Shun Morishita,178,72
Marcelo Guzmán,176,74
Mariano Bareiro,182,72
Rodrigo Tapia,184,78
Oh Jae Suk,178,74
Kotaro Omori,167,63
Yuta Nakayama,181,76
Ryohei Yamazaki,173,73
Kei Koizumi,173,69
Patrik Mišák,184,75
Tomohiko Murayama,184,78
Naoki Sugai,178,70
Nobuhiro Kato,180,79
Kazuki Oiwa,183,78
Naoki Ishikawa,180,74
Koji Hachisuka,180,75
Doğanay Kılıç,180,75
Harold Isaza,184,68
Juan Celaya,184,78
Gaddi Aguirre,181,73
Harold Mosquera,168,70
Konstantinos Tsimikas,177,70
José Kanté,184,76
Ko Tae Won,187,80
Mariano Vázquez,174,71
Oliver Fula,185,84
Jarosław Niezgoda,185,73
Joshua Yaro,180,74
Blas Cáceres,177,84
Michael Salazar,180,75
Hernán Lópes,190,79
Alex Muyl,180,79
Mitchell van Bergen,170,56
Etxaburu,182,71
Ziyad Al Sahafi,184,73
Iván Ochoa,182,72
Luis Sierra,176,79
Félix García,185,82
James,172,67
Dalmau,181,74
Javi Galán,172,70
Luis Caicedo,172,67
Anton Cajtoft,191,86
Aníbal Hernández,173,76
Jonathan Leko,182,64
Bryan Garnica,167,56
Matías Noble,175,72
Aly Ndom,188,80
İbrahim Halil Keser,180,71
Sidy Sarr,196,91
Taiwo Awoniyi,178,74
Andriy Boryachuk,176,71
Pepelu,185,70
Rashaan Fernandes,179,70
Vajebah Sakor,185,83
Gianluca Carpani,182,80
Maryan Shved,171,63
